FlightID,DepartureAirport,Path,Arrival Airport,Weather,Visibility (V),Turbulence Intensity (knots)  (TI),Wind Shear (m/s)  (WS),Air Traffic Density  (ATD),Precipitation(P),Pilot Experience(PE),Weather Forecast  Accuracy (%)  (FA),Maintenance History & Health Metrics  (MH),Safety Score
FL1061,BLR,c,IXC,Clear Skies,13,2,2,0.01,0,13,97,4,93
FL1062,MAA,a,PNQ,Fog,7,12,4,0.05,0,29,64,3,78
FL1063,BOM,b,CCU,Fog,6,12,6,0.24,0,20,95,4,75
FL1064,BLR,c,IXC,Smoke,7,6,4,0.03,0,25,72,4,88
FL1065,BOM,a,CCU,Fog,7,12,4,0.25,0,11,54,3,66
FL1066,BLR,c,IXC,Clear Skies,13,18,23,0.2,0,12,73,4,69
FL1067,JAI,c,BLR,Smoke,2,3,2,0.06,0,7,92,4,79
FL1068,MAA,b,PNQ,Smoke,3,7,6,0.19,0,24,89,4,77
FL1069,JAI,a,BLR,Clear Skies,8,17,10,0.19,0,2,78,4,71
FL1070,AMD,b,COK,Fog,6,12,7,0.13,0,5,90,4,74
FL1071,MAA,b,PNQ,Rain,6,10,5,0.11,4,9,95,3,71
FL1072,JAI,b,BLR,Fog,5,11,7,0.09,0,22,66,4,80
FL1073,DEL,c,HYD,Fog,6,7,5,0.1,0,19,77,4,86
FL1074,AMD,b,COK,Clear Skies,9,10,7,0.11,0,19,93,4,85
FL1075,BOM,c,CCU,Rain,9,2,0,0.05,4,20,68,4,86
FL1076,MAA,b,PNQ,Clear Skies,9,0,0,0.16,0,23,94,4,92
FL1077,AMD,c,COK,Fog,4,11,3,0.04,0,26,66,3,80
FL1078,AMD,a,COK,Fog,3,9,1,0.13,0,3,74,4,75
FL1079,BOM,c,CCU,Fog,2,22,25,0.02,0,24,84,1,56
FL1080,JAI,c,BLR,Rain,4,6,5,0.05,7,19,89,4,74
FL1081,MAA,a,PNQ,Fog,7,10,6,0.17,0,14,73,4,77
FL1082,DEL,b,HYD,Smoke,5,7,1,0.03,0,11,86,4,89
FL1083,MAA,b,PNQ,Smoke,4,8,5,0.22,0,25,97,4,78
FL1084,JAI,c,BLR,Fog,7,8,3,0.03,0,10,87,4,85
FL1085,DEL,b,HYD,Smoke,6,7,0,0.23,0,4,68,4,74
FL1086,DEL,b,HYD,Smoke,6,8,7,0.04,0,14,87,4,81
FL1087,JAI,c,BLR,Smoke,8,20,25,0.01,0,30,61,3,68
FL1088,AMD,b,COK,Rain,11,8,2,0.03,5,20,64,4,86
FL1089,AMD,c,COK,Clear Skies,11,9,4,0.12,0,22,96,4,92
FL1090,BOM,a,CCU,Fog,4,14,9,0.03,0,13,97,4,78
FL1091,DEL,c,HYD,Rain,8,9,3,0.19,2,19,67,4,83
FL1092,DEL,b,HYD,Clear Skies,8,8,5,0.11,0,11,74,3,80
FL1093,DEL,b,HYD,Clear Skies,10,12,3,0.23,0,21,90,4,85
FL1094,AMD,a,COK,Fog,5,10,4,0.13,0,4,75,4,74
FL1095,BOM,c,CCU,Fog,4,9,6,0.25,0,7,89,4,66
FL1096,MAA,b,PNQ,Rain,5,11,6,0.08,5,30,95,4,76
FL1097,BOM,b,CCU,Smoke,6,8,6,0.2,0,23,66,4,80
FL1098,BLR,b,IXC,Smoke,5,6,6,0.15,0,29,68,3,77
FL1099,BOM,c,CCU,Clear Skies,11,11,4,0.17,0,5,54,3,74
FL1100,BOM,b,CCU,Rain,5,10,0,0.2,5,10,70,3,75
FL1101,JAI,c,BLR,Fog,6,7,6,0.22,0,20,82,4,75
FL1102,AMD,a,COK,Rain,8,8,7,0.1,6,7,99,3,70
FL1103,AMD,a,COK,Clear Skies,9,13,12,0.22,0,21,88,4,76
FL1104,BLR,a,IXC,Smoke,7,10,4,0.16,0,22,93,4,86
FL1105,DEL,a,HYD,Smoke,6,7,2,0.23,0,13,95,1,69
FL1106,BOM,b,CCU,Fog,4,5,4,0.23,0,6,61,4,68
FL1107,MAA,a,PNQ,Clear Skies,11,6,6,0.04,0,7,87,4,84
FL1108,MAA,c,PNQ,Smoke,5,6,0,0.17,0,25,83,4,87
FL1109,AMD,b,COK,Smoke,8,11,4,0.06,0,7,60,3,75
FL1110,MAA,b,PNQ,Rain,6,28,20,0.06,2,25,64,1,59
FL1111,MAA,a,PNQ,Clear Skies,15,8,2,0.04,0,7,82,4,88
FL1112,BOM,a,CCU,Smoke,6,6,6,0.08,0,12,77,4,79
FL1113,JAI,c,BLR,Rain,10,5,7,0.15,1,14,71,4,80
FL1114,AMD,c,COK,Rain,8,0,1,0.1,6,30,87,4,84
FL1115,BLR,a,IXC,Fog,8,11,7,0.13,0,7,93,4,77
FL1116,BOM,c,CCU,Fog,3,5,7,0.24,0,4,74,4,63
FL1117,BOM,c,CCU,Fog,8,9,5,0.18,0,22,71,4,86
FL1118,JAI,c,BLR,Fog,8,16,16,0.12,0,11,79,4,74
FL1119,BOM,a,CCU,Clear Skies,11,4,0,0.1,0,4,86,3,83
FL1120,AMD,b,COK,Rain,9,10,2,0.2,6,8,76,4,74
FL1121,BLR,b,IXC,Smoke,2,5,0,0.08,0,14,89,4,83
FL1122,JAI,c,BLR,Fog,7,25,21,0.05,0,12,65,4,63
FL1123,BLR,a,IXC,Fog,4,6,0,0.25,0,7,92,4,76
FL1124,JAI,a,BLR,Fog,2,6,6,0.18,0,23,96,4,79
FL1125,AMD,c,COK,Clear Skies,16,0,0,0.2,0,17,98,3,92
FL1126,JAI,b,BLR,Clear Skies,16,8,2,0.02,0,27,84,3,91
FL1127,MAA,a,PNQ,Clear Skies,13,6,3,0.09,0,28,66,4,92
FL1128,AMD,a,COK,Smoke,5,4,1,0.22,0,29,68,4,83
FL1129,MAA,b,PNQ,Smoke,8,3,0,0.2,0,17,79,4,90
FL1130,JAI,a,BLR,Clear Skies,11,8,2,0.24,0,25,84,4,85
FL1131,AMD,c,COK,Clear Skies,11,7,5,0.22,0,19,75,3,82
FL1132,BOM,b,CCU,Rain,11,1,1,0.1,1,4,55,4,77
FL1133,MAA,b,PNQ,Smoke,4,9,7,0.19,0,14,67,4,74
FL1134,BOM,b,CCU,Smoke,7,19,12,0.03,0,11,86,4,79
FL1135,BLR,b,IXC,Clear Skies,15,7,2,0.11,0,10,65,4,86
FL1136,MAA,a,PNQ,Rain,9,8,5,0.12,6,17,92,4,83
FL1137,DEL,a,HYD,Clear Skies,18,9,2,0.05,0,14,86,4,91
FL1138,JAI,a,BLR,Fog,8,6,6,0.19,0,6,74,4,77
FL1139,BLR,a,IXC,Clear Skies,14,30,19,0.24,0,3,57,4,62
FL1140,MAA,a,PNQ,Clear Skies,11,23,16,0.14,0,14,85,4,74
FL1141,AMD,c,COK,Smoke,4,0,1,0.11,0,19,80,4,84
FL1142,BLR,c,IXC,Clear Skies,10,3,2,0.07,0,30,63,4,89
FL1143,JAI,a,BLR,Clear Skies,10,2,0,0.19,0,28,92,4,95
FL1144,AMD,b,COK,Fog,5,10,3,0.2,0,10,54,4,71
FL1145,BOM,b,CCU,Fog,8,0,2,0.06,0,7,68,4,83
FL1146,AMD,b,COK,Rain,6,25,21,0.22,2,23,86,4,56
FL1147,BOM,c,CCU,Clear Skies,16,11,7,0.11,0,8,82,4,77
FL1148,MAA,c,PNQ,Fog,6,12,7,0.13,0,23,66,4,77
FL1149,AMD,b,COK,Fog,4,5,5,0.03,0,20,68,3,82
FL1150,MAA,a,PNQ,Fog,3,9,6,0.22,0,10,80,3,66
FL1151,JAI,c,BLR,Clear Skies,15,9,5,0.15,0,26,84,4,89
FL1152,DEL,b,HYD,Fog,6,10,2,0.18,0,30,71,4,83
FL1153,DEL,c,HYD,Smoke,7,27,20,0.09,0,7,53,3,60
FL1154,MAA,c,PNQ,Clear Skies,15,9,3,0.06,0,19,70,3,89
FL1155,JAI,c,BLR,Rain,5,6,7,0.02,4,7,57,4,70
FL1156,BLR,a,IXC,Clear Skies,15,6,6,0.02,0,14,86,4,87
FL1157,AMD,c,COK,Clear Skies,12,4,1,0.01,0,21,96,4,100
FL1158,DEL,c,HYD,Smoke,2,6,6,0.02,0,12,93,4,80
FL1159,AMD,b,COK,Smoke,7,3,2,0.17,0,25,89,3,80
FL1160,BOM,c,CCU,Smoke,4,3,2,0.16,0,17,53,4,76
FL1161,DEL,c,HYD,Fog,8,12,7,0.15,0,4,92,4,74
FL1162,BLR,c,IXC,Clear Skies,18,5,8,0.06,0,23,94,3,87
FL1163,BLR,a,IXC,Smoke,2,9,3,0.02,0,28,82,1,76
FL1164,JAI,b,BLR,Rain,11,5,8,0.06,7,11,77,4,76
FL1165,MAA,a,PNQ,Clear Skies,18,7,3,0.14,0,10,88,4,86
FL1166,BLR,a,IXC,Smoke,3,7,0,0.09,0,5,66,4,80
FL1167,BLR,c,IXC,Rain,6,8,7,0.13,6,26,53,4,69
FL1168,MAA,a,PNQ,Fog,3,2,2,0.24,0,30,92,4,78
FL1169,DEL,b,HYD,Rain,11,5,4,0.23,2,26,73,4,82
FL1170,BOM,b,CCU,Rain,10,6,2,0.17,2,2,70,4,77
FL1171,AMD,c,COK,Fog,8,7,6,0.07,0,11,66,3,79
FL1172,DEL,a,HYD,Clear Skies,18,11,3,0.02,0,17,73,4,92
FL1173,DEL,b,HYD,Rain,10,6,3,0.08,7,13,77,4,80
FL1174,BOM,b,CCU,Clear Skies,10,9,2,0.13,0,27,66,4,89
FL1175,JAI,b,BLR,Smoke,5,1,2,0.25,0,4,74,4,70
FL1176,MAA,a,PNQ,Rain,7,9,7,0.01,7,22,72,4,75
FL1177,DEL,a,HYD,Smoke,4,10,5,0.21,0,11,78,3,70
FL1178,JAI,c,BLR,Clear Skies,11,6,3,0.22,0,15,67,4,85
FL1179,JAI,a,BLR,Clear Skies,18,29,24,0.09,0,3,85,4,63
FL1180,DEL,c,HYD,Clear Skies,17,5,6,0.15,0,6,79,3,77
FL1181,AMD,c,COK,Clear Skies,11,5,5,0.18,0,18,79,4,89
FL1182,AMD,b,COK,Clear Skies,14,11,8,0.21,0,18,67,4,79
FL1183,DEL,a,HYD,Smoke,8,5,7,0.15,0,7,71,4,77
FL1184,AMD,b,COK,Rain,9,9,5,0.09,1,10,85,3,80
FL1185,JAI,c,BLR,Rain,11,9,7,0.09,7,12,99,4,78
FL1186,BLR,a,IXC,Fog,6,9,6,0.09,0,30,88,4,82
FL1187,DEL,b,HYD,Smoke,7,11,4,0.14,0,21,71,4,81
FL1188,MAA,a,PNQ,Smoke,5,8,0,0.1,0,7,83,4,81
FL1189,BLR,a,IXC,Rain,11,5,5,0.19,4,19,91,4,86
FL1190,MAA,c,PNQ,Clear Skies,13,11,5,0.14,0,5,72,4,81
FL1191,BLR,a,IXC,Clear Skies,13,8,2,0.01,0,10,56,4,89
FL1192,BLR,b,IXC,Fog,7,11,4,0.04,0,21,78,4,86
FL1193,AMD,a,COK,Rain,4,5,6,0.08,7,16,85,4,70
FL1194,AMD,a,COK,Smoke,6,10,2,0.25,0,3,96,4,72
FL1195,BOM,a,CCU,Rain,4,12,6,0.02,7,21,97,4,72
FL1196,MAA,b,PNQ,Fog,2,8,7,0.12,0,23,79,4,77
FL1197,JAI,c,BLR,Fog,7,1,1,0.15,0,6,69,4,81
FL1198,MAA,b,PNQ,Rain,5,16,23,0.08,3,14,70,4,62
FL1199,MAA,b,PNQ,Rain,4,7,4,0.08,6,22,80,4,77
FL1200,BLR,a,IXC,Rain,4,15,15,0.03,5,30,79,4,69
FL1201,DEL,b,HYD,Rain,5,8,3,0.17,3,28,84,3,77
FL1202,MAA,c,PNQ,Clear Skies,12,6,5,0.17,0,18,93,3,89
FL1203,DEL,a,HYD,Clear Skies,17,7,6,0.09,0,26,63,4,86
FL1204,AMD,b,COK,Smoke,3,16,10,0.02,0,29,83,4,79
FL1205,MAA,b,PNQ,Fog,6,6,5,0.04,0,15,86,3,85
FL1206,JAI,a,BLR,Fog,3,11,3,0.1,0,20,96,3,80
FL1207,BOM,c,CCU,Smoke,8,7,5,0.07,0,22,88,4,89
FL1208,DEL,c,HYD,Smoke,2,9,4,0.08,0,26,82,4,83
FL1209,BOM,c,CCU,Rain,6,3,1,0.03,5,25,52,4,81
FL1210,DEL,b,HYD,Rain,6,8,5,0.14,5,29,69,3,74
FL1211,BOM,c,CCU,Smoke,5,4,0,0.25,0,13,68,3,77
FL1212,AMD,c,COK,Fog,2,8,2,0.13,0,9,94,4,77
FL1213,MAA,a,PNQ,Fog,7,9,5,0.24,0,12,85,4,76
FL1214,BOM,b,CCU,Smoke,3,15,14,0.2,0,15,57,3,69
FL1215,BOM,b,CCU,Fog,2,12,8,0.06,0,24,57,3,71
FL1216,BOM,c,CCU,Clear Skies,8,6,0,0.13,0,29,63,4,88
FL1217,BLR,c,IXC,Fog,2,11,5,0.16,0,21,97,4,80
FL1218,BLR,c,IXC,Rain,8,6,0,0.07,2,27,85,1,80
FL1219,BLR,b,IXC,Fog,5,10,4,0.02,0,9,81,4,82
FL1220,BLR,c,IXC,Fog,3,9,4,0.06,0,15,87,4,83
FL1221,BLR,b,IXC,Clear Skies,14,0,0,0.12,0,21,88,4,93
FL1222,MAA,c,PNQ,Rain,4,11,5,0.12,2,4,85,4,66
FL1223,JAI,b,BLR,Clear Skies,8,5,4,0.12,0,2,98,4,80
FL1224,MAA,b,PNQ,Rain,6,7,0,0.1,7,22,65,4,80
FL1225,JAI,b,BLR,Clear Skies,11,8,2,0.13,0,7,92,4,86
FL1226,JAI,a,BLR,Clear Skies,14,11,4,0.09,0,23,84,4,89
FL1227,MAA,a,PNQ,Rain,7,6,2,0.04,6,24,95,3,81
FL1228,MAA,c,PNQ,Rain,6,13,10,0.1,3,25,68,4,74
FL1229,BOM,c,CCU,Rain,6,12,7,0.11,7,20,90,3,68
FL1230,MAA,b,PNQ,Smoke,4,8,5,0.2,0,23,67,3,73
FL1231,AMD,b,COK,Rain,11,6,6,0.16,3,22,83,4,83
FL1232,MAA,b,PNQ,Fog,2,5,2,0.15,0,3,96,4,74
FL1233,JAI,a,BLR,Rain,9,6,5,0.21,2,14,86,4,76
FL1234,DEL,b,HYD,Fog,8,13,15,0.09,0,3,97,4,72
FL1235,BOM,c,CCU,Fog,2,6,1,0.16,0,14,97,4,83
FL1236,BLR,a,IXC,Fog,4,10,7,0.24,0,10,58,3,64
FL1237,BLR,c,IXC,Smoke,2,6,3,0.24,0,27,98,3,75
FL1238,BLR,b,IXC,Fog,8,8,0,0.03,0,28,72,4,95
FL1239,AMD,c,COK,Rain,10,5,2,0.12,1,21,57,3,81
FL1240,MAA,a,PNQ,Clear Skies,18,12,6,0.21,0,13,93,4,78
FL1241,BOM,a,CCU,Smoke,6,7,0,0.13,0,5,99,1,74
FL1242,AMD,a,COK,Fog,5,4,1,0.11,0,19,66,4,87
FL1243,MAA,a,PNQ,Clear Skies,18,24,22,0.02,0,13,98,4,74
FL1244,DEL,c,HYD,Smoke,8,12,4,0.24,0,26,56,3,74
FL1245,BOM,b,CCU,Rain,6,10,4,0.14,7,9,64,3,63
FL1246,JAI,c,BLR,Rain,6,10,5,0.12,5,30,75,4,77
FL1247,DEL,b,HYD,Rain,9,11,5,0.19,2,7,90,3,74
FL1248,DEL,a,HYD,Smoke,2,12,3,0.21,0,12,62,3,65
FL1249,MAA,c,PNQ,Rain,7,12,3,0.11,5,20,80,3,72
FL1250,MAA,c,PNQ,Fog,3,28,21,0.13,0,20,94,3,60
FL1251,AMD,a,COK,Rain,5,7,5,0.19,6,30,93,4,80
FL1252,JAI,b,BLR,Fog,3,7,2,0.03,0,5,63,3,74
FL1253,DEL,c,HYD,Smoke,5,10,2,0.07,0,30,98,4,88
FL1254,MAA,c,PNQ,Rain,6,9,6,0.2,2,13,64,4,67
FL1255,JAI,a,BLR,Fog,3,8,4,0.15,0,15,64,4,78
FL1256,BLR,b,IXC,Smoke,7,5,7,0.22,0,14,73,3,69
FL1257,BLR,b,IXC,Clear Skies,17,8,7,0.08,0,29,81,3,85
FL1258,BOM,a,CCU,Smoke,2,2,0,0.22,0,9,88,4,74
FL1259,JAI,a,BLR,Fog,7,9,4,0.24,0,6,62,3,68
FL1260,AMD,a,COK,Fog,7,12,7,0.13,0,20,99,3,77
FL1261,BOM,b,CCU,Clear Skies,13,20,10,0.09,0,11,81,4,83
FL1262,MAA,c,PNQ,Rain,4,8,3,0.2,1,2,72,3,65
FL1263,JAI,c,BLR,Smoke,7,7,2,0.22,0,14,93,4,78
FL1264,JAI,b,BLR,Smoke,7,16,13,0.15,0,4,68,4,68
FL1265,JAI,c,BLR,Fog,2,10,6,0.18,0,17,76,4,77
FL1266,BLR,a,IXC,Smoke,3,18,23,0.19,0,15,79,3,60
FL1267,JAI,b,BLR,Rain,6,11,8,0.06,6,17,80,3,71
FL1268,AMD,b,COK,Smoke,4,2,1,0.2,0,8,67,4,74
FL1269,BLR,c,IXC,Clear Skies,18,18,22,0.23,0,13,92,1,58
FL1270,BOM,c,CCU,Fog,4,13,10,0.03,0,9,98,4,75
FL1271,MAA,a,PNQ,Clear Skies,8,19,25,0.1,0,3,77,3,59
FL1272,DEL,a,HYD,Fog,7,27,22,0.21,0,3,64,4,48
FL1273,BLR,a,IXC,Clear Skies,18,11,4,0.17,0,25,79,4,87
FL1274,MAA,a,PNQ,Fog,8,10,6,0.15,0,22,70,4,83
FL1275,BOM,a,CCU,Smoke,2,9,7,0.24,0,12,78,4,69
FL1276,JAI,a,BLR,Rain,5,10,4,0.16,7,6,55,1,55
FL1277,AMD,a,COK,Clear Skies,8,28,25,0.13,0,24,71,4,67
FL1278,AMD,a,COK,Clear Skies,17,20,21,0.24,0,11,98,3,64
FL1279,AMD,c,COK,Smoke,5,16,14,0.19,0,22,65,4,77
FL1280,BOM,a,CCU,Rain,8,6,3,0.09,2,19,92,3,85
FL1281,BOM,a,CCU,Smoke,8,12,5,0.12,0,30,66,3,81
FL1282,BOM,a,CCU,Rain,4,11,5,0.05,1,5,62,4,69
FL1283,MAA,a,PNQ,Clear Skies,15,8,4,0.03,0,16,79,3,91
FL1284,MAA,a,PNQ,Fog,7,8,3,0.19,0,26,84,4,83
FL1285,MAA,a,PNQ,Clear Skies,18,7,0,0.13,0,12,89,4,90
FL1286,JAI,b,BLR,Clear Skies,11,6,0,0.06,0,6,91,4,92
FL1287,AMD,c,COK,Fog,7,7,0,0.2,0,27,85,4,87
FL1288,MAA,a,PNQ,Rain,9,19,15,0.1,4,16,95,3,72
FL1289,MAA,c,PNQ,Fog,7,20,22,0.1,0,8,68,4,62
FL1290,DEL,a,HYD,Fog,2,11,3,0.1,0,13,91,4,80
FL1291,DEL,c,HYD,Clear Skies,17,26,17,0.1,0,10,80,4,74
FL1292,DEL,c,HYD,Rain,6,7,5,0.07,6,21,65,4,80
FL1293,BLR,c,IXC,Rain,4,16,13,0.23,1,22,69,4,67
FL1294,MAA,a,PNQ,Fog,8,10,5,0.2,0,3,86,4,77
FL1295,AMD,b,COK,Rain,6,9,6,0.14,1,18,72,3,74
FL1296,DEL,c,HYD,Rain,7,8,3,0.21,4,24,71,3,70
FL1297,BOM,a,CCU,Smoke,7,11,7,0.07,0,6,96,4,76
FL1298,MAA,a,PNQ,Clear Skies,16,20,10,0.15,0,4,99,3,74
FL1299,DEL,b,HYD,Fog,3,10,1,0.2,0,22,88,4,80
FL1300,JAI,a,BLR,Rain,8,20,24,0.16,6,16,54,4,59
FL1301,DEL,c,HYD,Fog,4,9,7,0.17,0,9,58,3,65
FL1302,MAA,b,PNQ,Clear Skies,15,9,4,0.02,0,12,52,4,86
FL1303,DEL,c,HYD,Smoke,4,5,5,0.21,0,15,75,4,76
FL1304,BLR,b,IXC,Smoke,8,10,0,0.06,0,27,70,4,92
FL1305,BOM,c,CCU,Rain,5,7,4,0.05,6,16,77,1,71
FL1306,JAI,c,BLR,Fog,2,8,6,0.05,0,19,83,4,81
FL1307,MAA,b,PNQ,Clear Skies,8,11,5,0.18,0,21,86,4,84
FL1308,BLR,b,IXC,Rain,11,9,7,0.1,3,30,55,4,78
FL1309,BLR,b,IXC,Smoke,6,10,7,0.14,0,19,78,4,80
FL1310,BLR,c,IXC,Clear Skies,13,30,19,0.14,0,24,89,4,77
FL1311,AMD,c,COK,Rain,8,21,13,0.21,3,13,53,4,63
FL1312,JAI,a,BLR,Fog,4,0,1,0.08,0,9,97,4,83
FL1313,AMD,a,COK,Clear Skies,13,6,5,0.14,0,15,54,4,85
FL1314,BOM,b,CCU,Fog,4,11,7,0.2,0,3,75,4,61
FL1315,DEL,a,HYD,Rain,11,10,7,0.08,4,25,78,3,79
FL1316,MAA,c,PNQ,Rain,9,7,1,0.18,2,25,72,4,87
FL1317,JAI,a,BLR,Smoke,7,16,9,0.16,0,12,78,3,71
FL1318,MAA,c,PNQ,Fog,6,3,0,0.02,0,27,72,3,89
FL1319,JAI,a,BLR,Clear Skies,13,8,6,0.02,0,30,59,3,85
FL1320,JAI,b,BLR,Smoke,8,22,16,0.16,0,5,84,4,68
FL1321,AMD,b,COK,Smoke,8,0,0,0.07,0,16,89,4,92
FL1322,MAA,b,PNQ,Fog,6,9,3,0.03,0,20,58,3,83
FL1323,JAI,b,BLR,Rain,11,12,4,0.05,1,17,73,3,83
FL1324,BLR,b,IXC,Rain,8,8,3,0.17,4,23,75,4,80
FL1325,MAA,c,PNQ,Fog,2,14,13,0.07,0,5,76,4,71
FL1326,AMD,a,COK,Clear Skies,18,8,3,0.14,0,5,79,4,83
FL1327,JAI,c,BLR,Clear Skies,13,6,8,0.19,0,24,86,4,86
FL1328,JAI,a,BLR,Fog,3,8,1,0.01,0,17,72,1,80
FL1329,AMD,a,COK,Fog,8,20,17,0.24,0,16,73,4,72
FL1330,DEL,c,HYD,Clear Skies,8,7,4,0.17,0,15,94,4,89
FL1331,JAI,c,BLR,Fog,4,10,5,0.18,0,18,72,4,80
FL1332,DEL,b,HYD,Fog,2,9,4,0.17,0,6,63,4,72
FL1333,MAA,a,PNQ,Rain,8,4,0,0.14,3,8,72,4,81
FL1334,DEL,a,HYD,Clear Skies,15,12,3,0.16,0,14,53,4,80
FL1335,MAA,b,PNQ,Fog,5,10,1,0.1,0,23,82,4,89
FL1336,DEL,a,HYD,Fog,2,6,5,0.22,0,19,93,4,78
FL1337,DEL,a,HYD,Smoke,3,12,3,0.19,0,30,97,4,80
FL1338,JAI,c,BLR,Fog,7,4,0,0.02,0,9,78,3,83
FL1339,BOM,a,CCU,Rain,9,11,7,0.02,6,26,88,4,79
FL1340,BOM,a,CCU,Smoke,4,6,1,0.18,0,21,59,4,82
FL1341,BOM,c,CCU,Clear Skies,17,8,3,0.24,0,11,97,3,81
FL1342,AMD,b,COK,Clear Skies,18,5,1,0.04,0,7,89,4,92
FL1343,DEL,c,HYD,Rain,7,26,23,0.23,6,3,85,4,44
FL1344,AMD,c,COK,Fog,5,9,6,0.1,0,27,77,4,80
FL1345,MAA,c,PNQ,Clear Skies,9,12,8,0.22,0,20,71,4,76
FL1346,JAI,c,BLR,Rain,5,12,7,0.05,6,19,77,4,74
FL1347,BLR,a,IXC,Fog,5,6,5,0.04,0,8,57,3,77
FL1348,BLR,c,IXC,Smoke,5,2,2,0.03,0,7,89,4,82
FL1349,BOM,a,CCU,Fog,5,10,3,0.03,0,11,62,4,83
FL1350,DEL,b,HYD,Clear Skies,9,11,7,0.2,0,13,63,3,68
FL1351,DEL,c,HYD,Smoke,2,14,10,0.19,0,20,68,4,74
FL1352,JAI,a,BLR,Fog,3,8,4,0.05,0,22,86,4,83
FL1353,BLR,b,IXC,Fog,6,1,0,0.05,0,17,91,3,91
FL1354,JAI,a,BLR,Smoke,7,6,2,0.23,0,5,70,3,70
FL1355,AMD,a,COK,Clear Skies,13,8,0,0.15,0,10,82,4,90
FL1356,BLR,b,IXC,Smoke,6,6,0,0.18,0,28,64,4,85
FL1357,MAA,c,PNQ,Smoke,8,9,5,0.03,0,19,75,4,91
FL1358,BOM,b,CCU,Clear Skies,16,11,7,0.07,0,21,78,4,86
FL1359,DEL,b,HYD,Smoke,5,18,14,0.14,0,3,97,4,71
FL1360,DEL,b,HYD,Smoke,5,14,15,0.19,0,11,88,4,71
FL1361,AMD,a,COK,Rain,9,1,0,0.15,1,23,98,4,89
FL1362,BLR,c,IXC,Fog,8,6,1,0.05,0,28,91,4,95
FL1363,BOM,c,CCU,Fog,3,0,1,0.11,0,19,85,4,84
FL1364,MAA,b,PNQ,Clear Skies,8,21,9,0.21,0,15,77,4,74
FL1365,MAA,a,PNQ,Fog,2,7,7,0.06,0,19,86,4,79
FL1366,AMD,a,COK,Clear Skies,17,8,6,0.17,0,22,94,4,88
FL1367,DEL,c,HYD,Smoke,7,11,3,0.12,0,8,85,4,75
FL1368,AMD,a,COK,Smoke,6,7,2,0.08,0,10,90,4,85
FL1369,JAI,c,BLR,Rain,10,11,4,0.09,1,11,77,4,83
FL1370,BLR,a,IXC,Rain,9,19,18,0.15,1,21,99,4,76
FL1371,DEL,a,HYD,Clear Skies,12,7,8,0.04,0,16,82,4,90
FL1372,BOM,c,CCU,Rain,8,12,6,0.22,5,25,74,4,70
FL1373,AMD,c,COK,Rain,6,21,12,0.05,2,3,73,4,65
FL1374,JAI,c,BLR,Smoke,6,2,2,0.12,0,10,55,4,76
FL1375,BOM,c,CCU,Clear Skies,14,25,24,0.09,0,12,91,4,71
FL1376,JAI,a,BLR,Smoke,3,9,6,0.06,0,6,77,4,73
FL1377,DEL,c,HYD,Smoke,6,11,3,0.21,0,28,75,1,68
FL1378,BLR,a,IXC,Smoke,8,7,6,0.21,0,30,76,3,75
FL1379,BOM,a,CCU,Smoke,6,1,2,0.14,0,14,85,4,80
FL1380,BOM,c,CCU,Smoke,6,6,5,0.15,0,12,70,4,80
FL1381,AMD,b,COK,Clear Skies,12,30,24,0.18,0,13,68,4,67
FL1382,AMD,c,COK,Fog,3,10,5,0.2,0,27,90,4,78
FL1383,MAA,c,PNQ,Clear Skies,15,8,4,0.14,0,3,97,4,83
FL1384,MAA,a,PNQ,Rain,6,8,5,0.19,5,9,79,4,71
FL1385,MAA,a,PNQ,Rain,10,11,5,0.11,3,13,67,4,81
FL1386,MAA,c,PNQ,Rain,4,6,7,0.06,3,3,57,4,65
FL1387,AMD,b,COK,Clear Skies,15,13,15,0.18,0,12,70,4,77
FL1388,BLR,b,IXC,Rain,7,7,2,0.09,6,8,67,4,74
FL1389,AMD,a,COK,Smoke,4,9,6,0.14,0,8,91,4,73
FL1390,JAI,c,BLR,Smoke,7,5,0,0.22,0,3,65,4,74
FL1391,MAA,b,PNQ,Smoke,4,5,6,0.13,0,6,54,4,66
FL1392,BLR,b,IXC,Clear Skies,13,12,4,0.07,0,21,65,4,89
FL1393,BLR,c,IXC,Rain,11,11,7,0.03,6,9,58,3,71
FL1394,BLR,c,IXC,Fog,8,10,5,0.23,0,22,88,4,82
FL1395,JAI,a,BLR,Rain,10,0,0,0.02,4,25,97,4,94
FL1396,BLR,c,IXC,Clear Skies,10,7,0,0.09,0,17,67,3,92
FL1397,BLR,a,IXC,Rain,8,6,6,0.04,1,26,88,4,84
FL1398,DEL,c,HYD,Rain,11,6,3,0.2,6,6,76,3,70
FL1399,MAA,a,PNQ,Smoke,6,5,6,0.1,0,20,98,3,79
FL1400,DEL,a,HYD,Rain,5,10,4,0.07,3,17,76,4,83
FL1401,JAI,c,BLR,Rain,9,9,7,0.16,3,30,62,3,74
FL1402,AMD,a,COK,Clear Skies,17,9,2,0.18,0,20,68,4,89
FL1403,BOM,a,CCU,Smoke,3,8,0,0.24,0,20,92,4,82
FL1404,BOM,c,CCU,Rain,11,5,0,0.13,5,15,73,4,87
FL1405,JAI,a,BLR,Fog,5,6,7,0.07,0,25,90,3,81
FL1406,JAI,c,BLR,Fog,4,26,16,0.24,0,20,87,4,64
